Date,Sub Category,Plant,Vendor,Defect Type,Material Type,Defect,Downtime min,Defect Qty
4/10/2014 0:00,Logistics,"Madison, WI",Plustax,No Impact,Controllers,Warped,0,534
4/10/2014 0:00,Logistics,"Madison, WI",Plustax,No Impact,Controllers,Warped,0,2003
4/10/2014 0:00,Logistics,"Madison, WI",Plustax,No Impact,Controllers,Warped,0,2670
4/9/2014 0:00,Goods & Services,"Monon, IN",Sanlab,No Impact,Corrugate,Delamination,90,445
4/9/2014 0:00,Mechanicals,"Elgin, IL",Singleholdings,No Impact,Raw Materials,Material Handling/ Shipping Requirements Error,0,23
4/9/2014 0:00,Mechanicals,"Elgin, IL",Canemedkix,No Impact,Raw Materials,Foreign Material,0,23
4/9/2014 0:00,Goods & Services,"Monon, IN",Zoodrill,Impact,Raw Materials,Incorrect Material,0,303
4/9/2014 0:00,Goods & Services,"Monon, IN",Citytone,Impact,Raw Materials,Dimensions Wrong,0,9891
4/9/2014 0:00,Mechanicals,"Green Bay, WI",Strongcane,Rejected,Film,Film Not Intact,0,72
4/9/2014 0:00,Mechanicals,"Green Bay, WI",Quotelane,Rejected,Film,Slitting Erorrs,0,59329
4/8/2014 0:00,Logistics,"Bangor, MI",Quotelane,Impact,Film,Split Seams,30,18
4/8/2014 0:00,Packaging,"Rockford, IL",Instrip,Impact,Carton,Wrong Bond,8,18
4/8/2014 0:00,Packaging,"Rockford, IL",ontotam,Impact,Carton,Sealed Together Internally,15,36
4/8/2014 0:00,Goods & Services,"Monon, IN",Dentocity,Impact,Film,Color Variation,15,3115
4/8/2014 0:00,Packaging,"Rockford, IL",xx-way,Impact,Corrugate,Delamination,15,27
4/8/2014 0:00,Mechanicals,"Indianapolis, IN",K-is,No Impact,Raw Materials,Matts,0,54
4/8/2014 0:00,Electrical,"Grand Rapids, MI",Reddoit,Rejected,Corrugate,Bad Seams,0,2136
4/7/2014 0:00,Mechanicals,"Indianapolis, IN",Quotelane,Rejected,Film,No Adhesive,45,13
4/7/2014 0:00,Logistics,Cincinnati OH,Reddoit,Impact,Corrugate,Bad Seams,50,112
4/7/2014 0:00,Logistics,"Davenport, IA",Plustax,Rejected,Controllers,Foreign objects found,0,2564
4/7/2014 0:00,Mechanicals,"Indianapolis, IN",Quotelane,Rejected,Film,Loose Core,0,0
4/6/2014 0:00,Packaging,"Rockford, IL",ontotam,Rejected,Carton,Sealed Together Internally,60,45978
4/6/2014 0:00,Logistics,Cincinnati OH,Reddoit,Impact,Corrugate,Bad Seams,35,45
4/6/2014 0:00,Mechanicals,"Indianapolis, IN",Canemedkix,No Impact,Raw Materials,Misc,0,27
4/6/2014 0:00,Mechanicals,"Indianapolis, IN",Quotelane,No Impact,Film,No Adhesive,0,10
4/6/2014 0:00,Electrical,"Grand Rapids, MI",Itdom,Rejected,Packaging,Does Not Run,0,255
4/6/2014 0:00,Logistics,"Davenport, IA",Plustax,No Impact,Controllers,Foreign objects found,0,0
4/4/2014 0:00,Logistics,"Naperville, IL",Keyzunbase,Rejected,Molds,Packaging Wrong,50,2094
4/4/2014 0:00,Logistics,"Naperville, IL",scotquote,Rejected,Corrugate,Corrugate Falling Apart,50,1246
4/3/2014 0:00,Mechanicals,"Elgin, IL",Recode,No Impact,Carton,Printing Defects,0,3738
4/3/2014 0:00,Mechanicals,"Elgin, IL",Recode,No Impact,Carton,Mixed Product,0,3916
4/2/2014 0:00,Goods & Services,"Monon, IN",Gravemedia,Impact,Film,Color Variation,20,2896
4/2/2014 0:00,Electrical,"Grand Rapids, MI",Zamholdings,Rejected,Packaging,String Defects,0,50
4/2/2014 0:00,Mechanicals,"Toledo, OH",Zoodrill,No Impact,Raw Materials,Out of Support,0,0
4/2/2014 0:00,Mechanicals,"Toledo, OH",Zoodrill,No Impact,Raw Materials,Wrong Spec Date,0,0
4/2/2014 0:00,Mechanicals,"Toledo, OH",Dongbiolex,No Impact,Raw Materials,Not Certified,0,0
4/2/2014 0:00,Mechanicals,"Toledo, OH",Rankphase,No Impact,Raw Materials,Not Certified,0,0
4/1/2014 0:00,Packaging,"Detriot, MI",Bamtechnology,Rejected,Labels,Wrong Ink,15,1247
4/1/2014 0:00,Packaging,"Detriot, MI",Bamtechnology,Rejected,Labels,Misc,10,1602
4/1/2014 0:00,Packaging,"Detriot, MI",Solholdings,Rejected,Molds,Other,60,2592
4/1/2014 0:00,Packaging,"Detriot, MI",xx-way,Rejected,Corrugate,Print defects,10,271
4/1/2014 0:00,Packaging,"Detriot, MI",xx-way,Impact,Corrugate,Bad Seams,10,1869
4/1/2014 0:00,Packaging,"Detriot, MI",xx-way,Impact,Corrugate,Bad Seams,30,2136
4/1/2014 0:00,Packaging,"Detriot, MI",xx-way,Impact,Corrugate,Bad Seams,25,3738
4/1/2014 0:00,Packaging,"Detriot, MI",xx-way,Rejected,Corrugate,Wrong Horizontal Scores,30,12603
4/1/2014 0:00,Goods & Services,"Monon, IN",zoofan,Rejected,Raw Materials,Wrong material,0,395
4/1/2014 0:00,Goods & Services,"Monon, IN",Flexplex,No Impact,Raw Materials,Incorrect Labeling,0,3533
4/1/2014 0:00,Mechanicals,"Skokie, IL",Alphadax,Impact,Film,Incorrect Material,0,597
4/1/2014 0:00,Mechanicals,"Skokie, IL",Alphadax,Impact,Film,Incorrect Material,0,1502
4/1/2014 0:00,Mechanicals,"Indianapolis, IN",Subdrill,No Impact,Composites,Print Problems,0,0
4/1/2014 0:00,Packaging,"Northbrook, IL",Sunjob,Impact,Electrolytes,Incorrect Material,0,0
4/1/2014 0:00,Packaging,"Northbrook, IL",Planethouse,Impact,Hardware,Wrong Check,0,0
4/1/2014 0:00,Mechanicals,"Toledo, OH",Scotfase,No Impact,Raw Materials,Not Certified,0,0
3/31/2014 0:00,Mechanicals,"Indianapolis, IN",Quotelane,Rejected,Film,Split Seams,24,0
3/31/2014 0:00,Packaging,"Detriot, MI",Bamtechnology,Impact,Labels,Missing Labels,10,1780
3/31/2014 0:00,Mechanicals,"Indianapolis, IN",K-is,Rejected,Raw Materials,Incorrect Labeling,0,27
3/31/2014 0:00,Mechanicals,"Indianapolis, IN",Damdexon,No Impact,Corrugate,Misc,0,1
3/31/2014 0:00,Packaging,"Detriot, MI",Bamtechnology,Rejected,Labels,Wrong Ink,0,4183
3/31/2014 0:00,Packaging,"Detriot, MI",Bamtechnology,Rejected,Labels,Misc,0,94073
3/31/2014 0:00,Materials & Components,"Chicago, IL",Trio-dax,No Impact,Glass,Bad Distribution,0,0
3/30/2014 0:00,Logistics,"Springfield, IL",Reddoit,Rejected,Corrugate,Bad Seams,60,374
3/30/2014 0:00,Mechanicals,"Indianapolis, IN",O-job,No Impact,Raw Materials,Misc,0,23
3/30/2014 0:00,Mechanicals,"Indianapolis, IN",K-is,Rejected,Raw Materials,Holes,0,89
3/30/2014 0:00,Mechanicals,"Indianapolis, IN",Zotcare,No Impact,Raw Materials,Misc,0,4030
3/30/2014 0:00,Mechanicals,"Indianapolis, IN",Zotcare,No Impact,Raw Materials,Misc,0,4103
3/30/2014 0:00,Mechanicals,"Elgin, IL",Singleholdings,No Impact,Raw Materials,Material Handling/ Shipping Requirements Error,0,23
3/30/2014 0:00,Mechanicals,"Elgin, IL",Daltfax,No Impact,Raw Materials,Contamination,0,23
3/30/2014 0:00,Logistics,"Springfield, IL",Reddoit,Rejected,Corrugate,Incorrect Vertical Size,0,161
3/30/2014 0:00,Mechanicals,"Elgin, IL",Recode,No Impact,Carton,Material Handling/ Shipping Requirements Error,0,7476
3/30/2014 0:00,Mechanicals,"Toledo, OH",Zoodrill,No Impact,Raw Materials,Not Certified,0,0
3/29/2014 0:00,Mechanicals,"Elgin, IL",Quotelane,Impact,Film,Split Seams,130,16951
3/29/2014 0:00,Packaging,"Rockford, IL",Howplanet,Impact,Corrugate,No Label,5,14
3/29/2014 0:00,Materials & Components,"Chicago, IL",Quotelane,No Impact,Labels,Lay Flat Dimension,0,8900
3/29/2014 0:00,Materials & Components,"Chicago, IL",Quotelane,No Impact,Labels,Print Off Center,0,0
3/29/2014 0:00,Materials & Components,"Chicago, IL",Geoit,No Impact,Raw Materials,Out of Support,0,0
3/28/2014 0:00,Logistics,"Naperville, IL",scotquote,Rejected,Corrugate,Too Stiff,60,890
3/28/2014 0:00,Logistics,"Naperville, IL",scotquote,Rejected,Corrugate,Delamination,0,1246
3/27/2014 0:00,Logistics,Cincinnati OH,Plustax,Impact,Batteries,Foreign objects found,30,2670
3/26/2014 0:00,Packaging,"Northbrook, IL",xx-way,Rejected,Corrugate,Bad Seams,0,534
3/26/2014 0:00,Electrical,"Grand Rapids, MI",Reddoit,No Impact,Corrugate,Too Stiff,0,1424
3/26/2014 0:00,Electrical,"Grand Rapids, MI",Reddoit,No Impact,Corrugate,Bad Seams,0,4272
3/26/2014 0:00,Logistics,"Springfield, IL",Plustax,Rejected,Batteries,Warped,0,5874
3/26/2014 0:00,Packaging,"Detriot, MI",Vaiazozice,No Impact,Pump,Assembly Issues,0,178
3/25/2014 0:00,Logistics,Cincinnati OH,Plustax,Impact,Batteries,Foreign objects found,30,5340
3/25/2014 0:00,Logistics,"Milwaukee, Wi",Reddoit,Rejected,Corrugate,Warping,0,267
3/25/2014 0:00,Logistics,"Springfield, IL",Plustax,Rejected,Batteries,Warped,0,534
3/25/2014 0:00,Logistics,"Springfield, IL",Plustax,Rejected,Batteries,Warped,0,1068
3/25/2014 0:00,Logistics,Cincinnati OH,Plustax,Rejected,Controllers,Print Problems,0,43575
3/25/2014 0:00,Logistics,"Springfield, IL",Plustax,No Impact,Batteries,Bad Print,0,1
3/25/2014 0:00,Materials & Components,"Chicago, IL",Reddoit,No Impact,Corrugate,Cracked,0,0
3/25/2014 0:00,Mechanicals,"Toledo, OH",Fasetech,No Impact,Raw Materials,Not Certified,0,0
3/25/2014 0:00,Mechanicals,"Toledo, OH",Fixcan,No Impact,Raw Materials,Not Certified,0,0
3/24/2014 0:00,Mechanicals,"Indianapolis, IN",Quotelane,Rejected,Film,Split Seams,10,0
3/24/2014 0:00,Logistics,"Bangor, MI",Dentocity,Impact,Film,Tension Issues,20,2
3/24/2014 0:00,Mechanicals,"Indianapolis, IN",conestreet,Rejected,Raw Materials,Integrity Failure,120,410
3/24/2014 0:00,Logistics,Cincinnati OH,Reddoit,Impact,Corrugate,Bad Seams,45,107
3/24/2014 0:00,Logistics,"Springfield, IL",Reddoit,Impact,Corrugate,Bad Seams,20,534
3/24/2014 0:00,Goods & Services,"Monon, IN",Sanlab,No Impact,Corrugate,Folding - Wrong Crease,20,623
3/24/2014 0:00,Logistics,"Bangor, MI",Sanlab,Impact,Corrugate,Liner Misalignment,20,356
3/24/2014 0:00,Mechanicals,"Indianapolis, IN",Damdexon,No Impact,Raw Materials,Mixed Product,0,223
3/24/2014 0:00,Mechanicals,"Green Bay, WI",Singlejob,No Impact,Raw Materials,Integrity Failure,0,37398
3/24/2014 0:00,Mechanicals,"Green Bay, WI",Singlejob,No Impact,Raw Materials,Integrity Failure,0,41118
3/24/2014 0:00,Goods & Services,"Monon, IN",Sanlab,Rejected,Corrugate,Cracked,0,677
3/24/2014 0:00,Materials & Components,"Chicago, IL",Toncode,No Impact,Raw Materials,Missing Codes,0,0
3/24/2014 0:00,Materials & Components,"Chicago, IL",Fax-ex,No Impact,Raw Materials,Wrong Codes,0,0
3/24/2014 0:00,Materials & Components,"Chicago, IL",Planetware,No Impact,Raw Materials,Not Certified,0,0
3/24/2014 0:00,Mechanicals,"Toledo, OH",Dentoelectrics,No Impact,Raw Materials,Wrong Codes,0,0
3/23/2014 0:00,Goods & Services,"Monon, IN",Dentocity,No Impact,Film,Loose Core,15,15602
3/23/2014 0:00,Mechanicals,"Indianapolis, IN",Vaiazoom,No Impact,Raw Materials,Wrong Shade of Color,0,1
3/23/2014 0:00,Goods & Services,"Monon, IN",silfase,Impact,Raw Materials,Wrong Shade of Color,0,517
3/23/2014 0:00,Packaging,"Appleton, WI",Reddoit,Rejected,Corrugate,Misc,0,223
3/23/2014 0:00,Mechanicals,"Indianapolis, IN",Subdrill,Rejected,Controllers,Liner Issues,0,223
3/23/2014 0:00,Mechanicals,"Indianapolis, IN",Subdrill,No Impact,Composites,Excessive Lubricant,0,45
3/23/2014 0:00,Mechanicals,"Indianapolis, IN",Subdrill,No Impact,Composites,Misc,0,54
3/23/2014 0:00,Mechanicals,"Indianapolis, IN",Fax-ex,No Impact,Raw Materials,Matts,0,0
3/22/2014 0:00,Mechanicals,"Toledo, OH",Singleholdings,Impact,Raw Materials,Dimensions Wrong,999,0
3/22/2014 0:00,Mechanicals,"Indianapolis, IN",Quotelane,Rejected,Film,Split Seams,99,0
3/22/2014 0:00,Packaging,"Rockford, IL",Instrip,Impact,Carton,Sealed Together Internally,30,1095
3/22/2014 0:00,Packaging,"Rockford, IL",Instrip,Rejected,Carton,Wrong Bond,60,24084
3/22/2014 0:00,Logistics,"Springfield, IL",Reddoit,Impact,Corrugate,Incorrect Vertical Size,20,1068
3/22/2014 0:00,Logistics,"Bangor, MI",Sanlab,Impact,Corrugate,Bad Seams,20,445
3/22/2014 0:00,Materials & Components,"Chicago, IL",unaity,Impact,Raw Materials,Mixed Product,0,27
3/22/2014 0:00,Packaging,"Northbrook, IL",Conelane,Rejected,Raw Materials,Wrong Shade of Color,0,485
3/22/2014 0:00,Mechanicals,"Indianapolis, IN",Subdrill,No Impact,Composites,No Liner,0,890
3/22/2014 0:00,Logistics,"Bangor, MI",Plustax,No Impact,Batteries,Tubs Stuck,0,9
3/22/2014 0:00,Logistics,"Springfield, IL",Blueit,Rejected,Carton,Dirty Material,0,1
3/22/2014 0:00,Mechanicals,"Indianapolis, IN",Quotelane,Impact,Film,Split Seams,0,0
3/22/2014 0:00,Mechanicals,"Kalamazoo, MI",Dongbiolex,No Impact,Labels,No Shipment Info,0,0
3/22/2014 0:00,Mechanicals,"Toledo, OH",Fax-ex,No Impact,Raw Materials,Not Certified,0,0
3/21/2014 0:00,Logistics,"Naperville, IL",Zentrax,Impact,Film,Seams,35,66715
3/21/2014 0:00,Logistics,"Naperville, IL",Quotelane,Rejected,Film,Splice,2,9
3/21/2014 0:00,Logistics,"Naperville, IL",Zentrax,Rejected,Film,Seams,280,100072
3/21/2014 0:00,Logistics,"Naperville, IL",Zentrax,Rejected,Film,Seams,63,133429
3/19/2014 0:00,Packaging,"Rockford, IL",Instrip,Impact,Carton,Unsealed Cartons,60,3285
3/19/2014 0:00,Logistics,"Springfield, IL",Plustax,Rejected,Batteries,Warped,10,2136
3/19/2014 0:00,Goods & Services,"Monon, IN",Dentocity,No Impact,Film,Print Impression,25,19802
3/19/2014 0:00,Goods & Services,"Monon, IN",Sanlab,No Impact,Corrugate,Wrong  Size,15,401
3/19/2014 0:00,Mechanicals,"Indianapolis, IN",Kincorporation,No Impact,Raw Materials,Foreign Material,0,23
3/19/2014 0:00,Mechanicals,"Indianapolis, IN",Daltfax,Impact,Raw Materials,Foreign Material,0,23
3/19/2014 0:00,Mechanicals,"Indianapolis, IN",Canemedkix,No Impact,Raw Materials,Damaged in Transit,0,27
3/19/2014 0:00,Mechanicals,"Toledo, OH",Strongtechnology,Impact,Raw Materials,Not Certified,0,534
3/19/2014 0:00,Mechanicals,"Indianapolis, IN",Subdrill,No Impact,Controllers,Print Problems,0,15
3/19/2014 0:00,Materials & Components,"Chicago, IL",Quotelane,No Impact,Labels,Wrong Label,0,0
3/19/2014 0:00,Mechanicals,"Indianapolis, IN",Subdrill,No Impact,Controllers,Warped,0,0
3/19/2014 0:00,Mechanicals,"Toledo, OH",Strongtechnology,No Impact,Raw Materials,No Bar Code,0,0
3/18/2014 0:00,Logistics,"Bangor, MI",Sanin,Impact,Batteries,Tubs Stuck,60,9
3/18/2014 0:00,Logistics,"Bangor, MI",Labdox,Impact,Drives,Bad Tops,60,2430
3/18/2014 0:00,Logistics,"Naperville, IL",Zentrax,Rejected,Film,Split Seams,22,33358
3/18/2014 0:00,Logistics,"Naperville, IL",Zentrax,Rejected,Film,Seams,9,66715
3/18/2014 0:00,Logistics,Cincinnati OH,Reddoit,Impact,Corrugate,Bad Seams,30,23
3/18/2014 0:00,Logistics,Cincinnati OH,Reddoit,Impact,Corrugate,Bad Seams,30,45
3/18/2014 0:00,Goods & Services,"Monon, IN",Sanlab,No Impact,Corrugate,Bad Seams,20,445
3/18/2014 0:00,Logistics,"Bangor, MI",Sanlab,Impact,Corrugate,Wrong Bands,45,1269
3/18/2014 0:00,Logistics,"Naperville, IL",scotquote,Impact,Corrugate,Wrinkles / Scratches/ Scuffing,15,356
3/18/2014 0:00,Mechanicals,"Indianapolis, IN",Zaamhouse,Rejected,Raw Materials,Wrong Shade of Color,0,35244
3/18/2014 0:00,Materials & Components,"Chicago, IL",Reddoit,No Impact,Corrugate,Print defects,0,67
3/18/2014 0:00,Materials & Components,"Chicago, IL",Reddoit,No Impact,Corrugate,Corrugate Falling Apart,0,890
3/18/2014 0:00,Mechanicals,"Toledo, OH",Zotfan,Rejected,Printed Materials,Splinter,0,116
3/18/2014 0:00,Materials & Components,"Chicago, IL",Indigoice,No Impact,Corrugate,Weak Walls,0,0
3/18/2014 0:00,Materials & Components,"Chicago, IL",Indigoice,No Impact,Corrugate,Scrap attached,0,0
3/17/2014 0:00,Logistics,"Naperville, IL",Quotelane,Rejected,Film,Film Not Sealing,3,14
3/17/2014 0:00,Mechanicals,"Indianapolis, IN",Subdrill,No Impact,Controllers,Irregular Shape,21,223
3/17/2014 0:00,Logistics,Cincinnati OH,Reddoit,Impact,Corrugate,Folding - Wrong Crease,30,45
3/17/2014 0:00,Logistics,"Springfield, IL",Reddoit,Impact,Corrugate,Bad Seams,12,534
3/17/2014 0:00,Mechanicals,"Indianapolis, IN",Subdrill,No Impact,Controllers,Damaged,0,890
3/17/2014 0:00,Packaging,"Appleton, WI",Whitefan,Rejected,Carton,Printing Defects,0,72891
3/17/2014 0:00,Logistics,"Bangor, MI",Medcan,No Impact,Batteries,Foreign objects found,0,3
3/17/2014 0:00,Logistics,"Bangor, MI",Plustax,No Impact,Batteries,Foreign objects found,0,1
3/17/2014 0:00,Mechanicals,"Indianapolis, IN",xx-bam,No Impact,Raw Materials,Matts,0,0
3/16/2014 0:00,Packaging,"Detriot, MI",Solholdings,Impact,Molds,Parting Tops,20,1709
3/16/2014 0:00,Packaging,"Detriot, MI",Solholdings,Impact,Molds,Bad Tops,10,2848
3/16/2014 0:00,Packaging,"Detriot, MI",xx-way,Impact,Corrugate,Delamination,10,334
3/16/2014 0:00,Packaging,"Detriot, MI",xx-way,Impact,Corrugate,Bad Seams,30,1402
3/16/2014 0:00,Packaging,"Detriot, MI",xx-way,Impact,Corrugate,Bad Seams,20,1402
3/16/2014 0:00,Packaging,"Detriot, MI",xx-way,Impact,Corrugate,Delamination,15,1402
3/16/2014 0:00,Packaging,"Detriot, MI",xx-way,Impact,Corrugate,Bad Seams,120,21360
3/16/2014 0:00,Mechanicals,"Indianapolis, IN",K-is,No Impact,Raw Materials,Misc,0,18
3/16/2014 0:00,Mechanicals,"Indianapolis, IN",O-job,Rejected,Raw Materials,Foreign Material,0,23
3/16/2014 0:00,Mechanicals,"Indianapolis, IN",Subdrill,Rejected,Controllers,Wrong Shade of Color,0,890
3/16/2014 0:00,Mechanicals,"Kalamazoo, MI",Recode,Impact,Carton,Incorrect Material,0,14240
3/16/2014 0:00,Mechanicals,"Indianapolis, IN",Quotelane,Rejected,Film,Tension Issues,0,57
3/16/2014 0:00,Mechanicals,"Indianapolis, IN",Quotelane,Rejected,Film,Tension Issues,0,115
3/16/2014 0:00,Logistics,"Milwaukee, Wi",Zunice,No Impact,Labels,Wrong Ink,0,35600
3/15/2014 0:00,Packaging,"Detriot, MI",hottaxon,Rejected,Electrolytes,Color Deviation,20,8010
3/15/2014 0:00,Mechanicals,"Elgin, IL",Subdrill,Rejected,Controllers,Warped,60,4
3/15/2014 0:00,Mechanicals,"Elgin, IL",Subdrill,Rejected,Controllers,Warped,13,6
3/15/2014 0:00,Logistics,"Springfield, IL",Reddoit,Impact,Corrugate,False scores,15,1068
3/15/2014 0:00,Packaging,"Detriot, MI",xx-way,Rejected,Corrugate,Bad Flaps,30,1119
3/15/2014 0:00,Packaging,"Detriot, MI",xx-way,Impact,Corrugate,Bad Seams,15,1402
3/15/2014 0:00,Packaging,"Detriot, MI",xx-way,Impact,Corrugate,Bad Seams,35,4272
3/15/2014 0:00,Packaging,"Rockford, IL",xx-way,Impact,Corrugate,Flaps - Incorrect Gap,10,18
3/15/2014 0:00,Mechanicals,"Indianapolis, IN",Zaamhouse,Rejected,Raw Materials,Wrong Shade of Color,0,10274
3/15/2014 0:00,Mechanicals,"Green Bay, WI",Singlejob,No Impact,Raw Materials,Out of Spec,0,19580
3/15/2014 0:00,Materials & Components,"Chicago, IL",bluecorporation,No Impact,Raw Materials,Incorrect Labeling,0,819
3/15/2014 0:00,Materials & Components,"Chicago, IL",Trio-dax,No Impact,Glass,Too Thin,0,8
3/15/2014 0:00,Materials & Components,"Chicago, IL",Dentocity,No Impact,Film,Film Not Sealing,0,3621
3/15/2014 0:00,Materials & Components,"Chicago, IL",Quotelane,No Impact,Labels,Print Off Center,0,107
3/15/2014 0:00,Materials & Components,"Chicago, IL",Quotelane,No Impact,Labels,Wrong Label,0,3560
3/15/2014 0:00,Packaging,"Detriot, MI",Ganjazone,Impact,Carton,Incorrect Material,0,12282
3/15/2014 0:00,Mechanicals,"Indianapolis, IN",Yearcorporation,Rejected,Batteries,Wrong Shade of Color,0,374
3/15/2014 0:00,Logistics,"Bangor, MI",D-zohex,No Impact,Batteries,Foreign objects found,0,1
3/15/2014 0:00,Materials & Components,"Chicago, IL",Trustcorporation,No Impact,Raw Materials,Material Handling/ Shipping Requirements Error,0,0
3/13/2014 0:00,Logistics,"Madison, WI",Plustax,Impact,Controllers,Warped,5,534
3/13/2014 0:00,Logistics,"Madison, WI",Plustax,Impact,Controllers,Warped,30,1068
3/13/2014 0:00,Logistics,"Madison, WI",Reddoit,Impact,Corrugate,Corrugate Falling Apart,60,230
3/13/2014 0:00,Logistics,"Madison, WI",Reddoit,Impact,Corrugate,Corrugate Falling Apart,45,534
3/13/2014 0:00,Logistics,"Madison, WI",scotquote,Impact,Corrugate,Bad Seams,60,445
3/13/2014 0:00,Logistics,"Madison, WI",scotquote,Impact,Corrugate,Weak Walls,90,534
3/13/2014 0:00,Logistics,"Madison, WI",scotquote,Impact,Corrugate,Bad Seams,30,534
3/13/2014 0:00,Logistics,"Madison, WI",scotquote,Impact,Corrugate,Wrong Spec,10,534
3/13/2014 0:00,Logistics,"Naperville, IL",Zotcare,Impact,Raw Materials,Wrong Hue,0,29370
3/13/2014 0:00,Logistics,"Naperville, IL",scotquote,Rejected,Corrugate,No Label,0,45
3/13/2014 0:00,Logistics,"Naperville, IL",scotquote,Rejected,Corrugate,Warping,0,445
3/13/2014 0:00,Logistics,"Madison, WI",Reddoit,No Impact,Corrugate,Gap Variation,0,534
3/13/2014 0:00,Logistics,"Madison, WI",Plustax,Impact,Controllers,Warped,0,1958
3/13/2014 0:00,Logistics,"Naperville, IL",Keyzunbase,No Impact,Molds,Parting Tops,0,1
3/13/2014 0:00,Logistics,"Naperville, IL",Zotcare,Impact,Raw Materials,Out of Spec,0,0
3/12/2014 0:00,Logistics,"Bangor, MI",Tamholding,Impact,Batteries,Tubs Stuck,30,12327
3/12/2014 0:00,Logistics,"Bangor, MI",Plustax,No Impact,Batteries,Tubs Stuck,0,9
3/12/2014 0:00,Materials & Components,"Chicago, IL",Treedrill,No Impact,Raw Materials,No Bar Code,0,0
3/12/2014 0:00,Materials & Components,"Chicago, IL",Ronvivalam,No Impact,Raw Materials,No Bar Code,0,0
3/12/2014 0:00,Materials & Components,"Chicago, IL",Lamlab,No Impact,Raw Materials,No Bar Code,0,0
3/12/2014 0:00,Materials & Components,"Chicago, IL",Planetware,No Impact,Raw Materials,Missing Codes,0,0
3/12/2014 0:00,Materials & Components,"Chicago, IL",Quotefix,No Impact,Raw Materials,Wrong Codes,0,0
3/12/2014 0:00,Mechanicals,"Indianapolis, IN",Fax-ex,No Impact,Raw Materials,Matts,0,0
3/11/2014 0:00,Mechanicals,"Indianapolis, IN",Quotelane,Impact,Film,No Adhesive,150,25
3/11/2014 0:00,Logistics,Cincinnati OH,Reddoit,Impact,Corrugate,Bad Seams,30,89
3/11/2014 0:00,Mechanicals,"Indianapolis, IN",Zotcare,No Impact,Raw Materials,Misc,0,1
3/11/2014 0:00,Mechanicals,"Indianapolis, IN",Zaamhouse,No Impact,Raw Materials,Misc,0,1
3/11/2014 0:00,Materials & Components,"Chicago, IL",bluecorporation,Impact,Raw Materials,Incorrect Material,0,5
3/11/2014 0:00,Mechanicals,"Indianapolis, IN",Subdrill,No Impact,Controllers,Misc,0,178
3/11/2014 0:00,Logistics,"Milwaukee, Wi",Zunice,No Impact,Labels,Slitting Erorrs,0,160200
3/11/2014 0:00,Mechanicals,"Indianapolis, IN",Zaamhouse,No Impact,Raw Materials,Misc,0,0
3/11/2014 0:00,Mechanicals,"Skokie, IL",Daltfax,No Impact,Raw Materials,No Shipment Info,0,0
3/11/2014 0:00,Logistics,"Dayton, OH",Dontam,No Impact,Raw Materials,Incorrect Labeling,0,0
3/11/2014 0:00,Mechanicals,"Toledo, OH",Fax-ex,No Impact,Raw Materials,Not Certified,0,0
3/10/2014 0:00,Mechanicals,"Indianapolis, IN",Quotelane,Impact,Film,No Adhesive,22,0
3/10/2014 0:00,Logistics,"Springfield, IL",Plustax,Impact,Batteries,Warped,67,10680
3/10/2014 0:00,Mechanicals,"Toledo, OH",Recode,Impact,Composites,Defective Packaging,69,34710
3/10/2014 0:00,Logistics,"Springfield, IL",Reddoit,Impact,Corrugate,Bad Seams,20,1068
3/10/2014 0:00,Logistics,"Springfield, IL",Reddoit,Impact,Corrugate,Bad Seams,119,2136
3/10/2014 0:00,Logistics,Cincinnati OH,Plustax,Rejected,Batteries,Tubs Stuck,0,41
3/10/2014 0:00,Mechanicals,"Green Bay, WI",Quotelane,Impact,Film,Film Not Sealing,0,93231
3/10/2014 0:00,Mechanicals,"Indianapolis, IN",Quotelane,Rejected,Film,Split Seams,0,0
3/9/2014 0:00,Packaging,"Detriot, MI",Keyzunbase,Impact,Molds,Wrong Coloring,90,5127
3/9/2014 0:00,Packaging,"Detriot, MI",Keyzunbase,Impact,Molds,Contamination,30,5127
3/9/2014 0:00,Logistics,"Bangor, MI",Labdox,Impact,Drives,Soft Parts,50,9
3/9/2014 0:00,Mechanicals,"Indianapolis, IN",O-job,Impact,Raw Materials,Foreign Material,20,14
3/9/2014 0:00,Packaging,"Joliet, IL",Bamtechnology,Rejected,Labels,Ink Smears,30,3560
3/9/2014 0:00,Packaging,"Detriot, MI",xx-way,Impact,Corrugate,Bad Seams,20,267
3/9/2014 0:00,Packaging,"Detriot, MI",xx-way,Rejected,Corrugate,Dimensions - Bad Finishing,45,334
3/9/2014 0:00,Packaging,"Detriot, MI",xx-way,Rejected,Corrugate,Bad Seams,25,1180
3/9/2014 0:00,Packaging,"Detriot, MI",xx-way,Impact,Corrugate,Bad Seams,15,1869
3/9/2014 0:00,Packaging,"Detriot, MI",xx-way,Impact,Corrugate,Bad Seams,20,2136
3/9/2014 0:00,Packaging,"Detriot, MI",xx-way,Impact,Corrugate,Bad Seams,30,4206
3/9/2014 0:00,Packaging,"Northbrook, IL",xx-way,Impact,Corrugate,Bad Seams,62,445
3/9/2014 0:00,Goods & Services,"Monon, IN",Sanlab,No Impact,Corrugate,Bad Seams,30,997
3/9/2014 0:00,Packaging,"Northbrook, IL",xx-way,Impact,Corrugate,Bad Seams,0,178
